Vertices list
512
0.01 0.93 0
0.00980785 0.93 0.0019509
0.00923879 0.93 0.00382683
0.0083147 0.93 0.0055557
0.00707107 0.93 0.00707107
0.0055557 0.93 0.0083147
0.00382683 0.93 0.00923879
0.0019509 0.93 0.00980785
-4.37114e-10 0.93 0.01
-0.0019509 0.93 0.00980785
-0.00382683 0.93 0.00923879
-0.0055557 0.93 0.0083147
-0.00707107 0.93 0.00707107
-0.0083147 0.93 0.0055557
-0.0092388 0.93 0.00382683
-0.00980785 0.93 0.0019509
-0.01 0.93 -8.74228e-10
-0.00980785 0.93 -0.0019509
-0.00923879 0.93 -0.00382683
-0.0083147 0.93 -0.0055557
-0.00707107 0.93 -0.00707107
-0.0055557 0.93 -0.0083147
-0.00382683 0.93 -0.0092388
-0.0019509 0.93 -0.00980785
1.19249e-10 0.93 -0.01
0.0019509 0.93 -0.00980785
0.00382684 0.93 -0.00923879
0.0055557 0.93 -0.00831469
0.00707107 0.93 -0.00707107
0.0083147 0.93 -0.0055557
0.0092388 0.93 -0.00382683
0.00980785 0.93 -0.0019509
0.07 0.73 0
0.068655 0.73 0.0136563
0.0646716 0.73 0.0267878
0.0582029 0.73 0.0388899
0.0494975 0.73 0.0494975
0.0388899 0.73 0.0582029
0.0267878 0.73 0.0646716
0.0136563 0.73 0.068655
-3.0598e-09 0.73 0.07
-0.0136563 0.73 0.068655
-0.0267878 0.73 0.0646716
-0.0388899 0.73 0.0582029
-0.0494975 0.73 0.0494975
-0.0582029 0.73 0.0388899
-0.0646716 0.73 0.0267878
-0.068655 0.73 0.0136563
-0.07 0.73 -6.11959e-09
-0.068655 0.73 -0.0136563
-0.0646716 0.73 -0.0267878
-0.0582029 0.73 -0.0388899
-0.0494975 0.73 -0.0494975
-0.0388899 0.73 -0.0582029
-0.0267878 0.73 -0.0646716
-0.0136563 0.73 -0.068655
8.34742e-10 0.73 -0.07
0.0136563 0.73 -0.068655
0.0267879 0.73 -0.0646716
0.0388899 0.73 -0.0582029
0.0494975 0.73 -0.0494975
0.0582029 0.73 -0.0388899
0.0646716 0.73 -0.0267878
0.068655 0.73 -0.0136563
0.09 0.67 0
0.0882707 0.67 0.0175581
0.0831492 0.67 0.0344415
0.0748323 0.67 0.0500013
0.0636396 0.67 0.0636396
0.0500013 0.67 0.0748323
0.0344415 0.67 0.0831492
0.0175581 0.67 0.0882707
-3.93402e-09 0.67 0.09
-0.0175581 0.67 0.0882707
-0.0344415 0.67 0.0831492
-0.0500013 0.67 0.0748323
