Vertices list
160
2.51 0.46 0
2.46177 0.46 0.489677
2.31894 0.46 0.960535
2.08699 0.46 1.39448
1.77484 0.46 1.77484
1.39448 0.46 2.08699
0.960535 0.46 2.31894
0.489676 0.46 2.46177
-1.09716e-07 0.46 2.51
-0.489677 0.46 2.46177
-0.960536 0.46 2.31894
-1.39448 0.46 2.08699
-1.77484 0.46 1.77484
-2.08699 0.46 1.39448
-2.31894 0.46 0.960535
-2.46177 0.46 0.489677
-2.51 0.46 -2.19431e-07
-2.46177 0.46 -0.489677
-2.31894 0.46 -0.960535
-2.08699 0.46 -1.39448
-1.77484 0.46 -1.77484
-1.39448 0.46 -2.08699
-0.960535 0.46 -2.31894
-0.489677 0.46 -2.46177
2.99314e-08 0.46 -2.51
0.489677 0.46 -2.46177
0.960536 0.46 -2.31894
1.39448 0.46 -2.08699
1.77484 0.46 -1.77484
2.08699 0.46 -1.39448
2.31894 0.46 -0.960535
2.46177 0.46 -0.489676
2.94 0.03 0
2.88351 0.03 0.573566
2.71621 0.03 1.12509
2.44452 0.03 1.63338
2.07889 0.03 2.07889
1.63338 0.03 2.44452
1.12509 0.03 2.71621
0.573565 0.03 2.88351
-1.28511e-07 0.03 2.94
-0.573566 0.03 2.88351
-1.12509 0.03 2.71621
-1.63338 0.03 2.44452
-2.07889 0.03 2.07889
-2.44452 0.03 1.63338
-2.71621 0.03 1.12509
-2.88351 0.03 0.573565
-2.94 0.03 -2.57023e-07
-2.88351 0.03 -0.573566
-2.71621 0.03 -1.12509
-2.44452 0.03 -1.63338
-2.07889 0.03 -2.07889
-1.63338 0.03 -2.44452
-1.12509 0.03 -2.71621
-0.573566 0.03 -2.88351
3.50591e-08 0.03 -2.94
0.573566 0.03 -2.88351
1.12509 0.03 -2.71621
1.63338 0.03 -2.44452
2.07889 0.03 -2.07889
2.44452 0.03 -1.63338
2.71621 0.03 -1.12509
2.88351 0.03 -0.573565
2.51 -0.51 0
2.46177 -0.51 0.489677
2.31894 -0.51 0.960535
2.08699 -0.51 1.39448
1.77484 -0.51 1.77484
1.39448 -0.51 2.08699
0.960535 -0.51 2.31894
0.489676 -0.51 2.46177
-1.09716e-07 -0.51 2.51
-0.489677 -0.51 2.46177
-0.960536 -0.51 2.31894
-1.39448 -0.51 2.08699
-1.77484 -0.51 1.77484
-2.08699 -0.51 1.39448
-2.31894 -0.51 0.960535
-2.46177 -0.51 0.489677
-2.51 -0.51 -2.19431e-07
-2.46177 -0.51 -0.489677
-2.31894 -0.51 -0.960535
-2.08699 -0.51 -1.39448
-1.77484 -0.51 -1.77484
-1.39448 -0.51 -2.08699
-0.960535 -0.51 -2.31894
-0.489677 -0.51 -2.46177
2.99314e-08 -0.51 -2.51
0.489677 -0.51 -2.46177
0.960536 -0.51 -2.31894
1.39448 -0.51 -2.08699
1.77484 -0.51 -1.77484
2.08699 -0.51 -1.39448
2.31894 -0.51 -0.960535
2.46177 -0.51 -0.489676
2.15 -0.01 0
2.10869 -0.01 0.419444
1.98634 -0.01 0.822769
1.78766 -0.01 1.19448
1.52028 -0.01 1.52028
1.19448 -0.01 1.78766
0.822769 -0.01 1.98634
0.419444 -0.01 2.10869
-9.39795e-08 -0.01 2.15
-0.419444 -0.01 2.10869
-0.82277 -0.01 1.98634
-1.19448 -0.01 1.78766
-1.52028 -0.01 1.52028
-1.78766 -0.01 1.19448
-1.98634 -0.01 0.822769
-2.10869 -0.01 0.419444
-2.15 -0.01 -1.87959e-07
-2.10869 -0.01 -0.419445
-1.98634 -0.01 -0.822769
-1.78766 -0.01 -1.19448
-1.52028 -0.01 -1.52028
-1.19448 -0.01 -1.78766
-0.822769 -0.01 -1.98634
-0.419444 -0.01 -2.10869
2.56385e-08 -0.01 -2.15
0.419444 -0.01 -2.10869
0.82277 -0.01 -1.98634
1.19448 -0.01 -1.78766
1.52028 -0.01 -1.52028
1.78766 -0.01 -1.19448
1.98634 -0.01 -0.822769
2.10869 -0.01 -0.419444
2.52 0.46 0
2.47158 0.46 0.491628
2.32818 0.46 0.964362
2.0953 0.46 1.40004
1.78191 0.46 1.78191
1.40004 0.46 2.0953
0.964362 0.46 2.32818
0.491627 0.46 2.47158
-1.10153e-07 0.46 2.52
-0.491628 0.46 2.47158
-0.964362 0.46 2.32818
-1.40004 0.46 2.0953
-1.78191 0.46 1.78191
-2.0953 0.46 1.40004
-2.32818 0.46 0.964362
-2.47158 0.46 0.491628
-2.52 0.46 -2.20305e-07
-2.47158 0.46 -0.491628
-2.32818 0.46 -0.964362
-2.0953 0.46 -1.40004
-1.78191 0.46 -1.78191
-1.40004 0.46 -2.0953
-0.964361 0.46 -2.32818
-0.491628 0.46 -2.47158
3.00507e-08 0.46 -2.52
0.491628 0.46 -2.47158
0.964363 0.46 -2.32818
1.40004 0.46 -2.0953
1.78191 0.46 -1.78191
2.0953 0.46 -1.40004
2.32818 0.46 -0.964362
2.47158 0.46 -0.491627
Faces list
256
0 1 32
1 33 32
1 2 33
2 34 33
2 3 34
3 35 34
3 4 35
4 36 35
4 5 36
5 37 36
5 6 37
6 38 37
6 7 38
7 39 38
7 8 39
8 40 39
8 9 40
9 41 40
9 10 41
10 42 41
10 11 42
11 43 42
11 12 43
12 44 43
12 13 44
13 45 44
13 14 45
14 46 45
14 15 46
15 47 46
15 16 47
16 48 47
16 17 48
17 49 48
17 18 49
18 50 49
18 19 50
19 51 50
19 20 51
20 52 51
20 21 52
21 53 52
21 22 53
22 54 53
22 23 54
23 55 54
23 24 55
24 56 55
24 25 56
25 57 56
25 26 57
26 58 57
26 27 58
27 59 58
27 28 59
28 60 59
28 29 60
29 61 60
29 30 61
30 62 61
30 31 62
31 63 62
31 0 63
0 32 63
32 33 64
33 65 64
33 34 65
34 66 65
34 35 66
35 67 66
35 36 67
36 68 67
36 37 68
37 69 68
37 38 69
38 70 69
38 39 70
39 71 70
39 40 71
40 72 71
40 41 72
41 73 72
41 42 73
42 74 73
42 43 74
43 75 74
43 44 75
44 76 75
44 45 76
45 77 76
45 46 77
46 78 77
46 47 78
47 79 78
47 48 79
48 80 79
48 49 80
49 81 80
49 50 81
50 82 81
50 51 82
51 83 82
51 52 83
52 84 83
52 53 84
53 85 84
53 54 85
54 86 85
54 55 86
55 87 86
55 56 87
56 88 87
56 57 88
57 89 88
57 58 89
58 90 89
58 59 90
59 91 90
59 60 91
60 92 91
60 61 92
61 93 92
61 62 93
62 94 93
62 63 94
63 95 94
63 32 95
32 64 95
64 65 96
65 97 96
65 66 97
66 98 97
66 67 98
67 99 98
67 68 99
68 100 99
68 69 100
69 101 100
69 70 101
70 102 101
70 71 102
71 103 102
71 72 103
72 104 103
72 73 104
73 105 104
73 74 105
74 106 105
74 75 106
75 107 106
75 76 107
76 108 107
76 77 108
77 109 108
77 78 109
78 110 109
78 79 110
79 111 110
79 80 111
80 112 111
80 81 112
81 113 112
81 82 113
82 114 113
82 83 114
83 115 114
83 84 115
84 116 115
84 85 116
85 117 116
85 86 117
86 118 117
86 87 118
87 119 118
87 88 119
88 120 119
88 89 120
89 121 120
89 90 121
90 122 121
90 91 122
91 123 122
91 92 123
92 124 123
92 93 124
93 125 124
93 94 125
94 126 125
94 95 126
95 127 126
95 64 127
64 96 127
96 97 128
97 129 128
97 98 129
98 130 129
98 99 130
99 131 130
99 100 131
100 132 131
100 101 132
101 133 132
101 102 133
102 134 133
102 103 134
103 135 134
103 104 135
104 136 135
104 105 136
105 137 136
105 106 137
106 138 137
106 107 138
107 139 138
107 108 139
108 140 139
108 109 140
109 141 140
109 110 141
110 142 141
110 111 142
111 143 142
111 112 143
112 144 143
112 113 144
113 145 144
113 114 145
114 146 145
114 115 146
115 147 146
115 116 147
116 148 147
116 117 148
117 149 148
117 118 149
118 150 149
118 119 150
119 151 150
119 120 151
120 152 151
120 121 152
121 153 152
121 122 153
122 154 153
122 123 154
123 155 154
123 124 155
124 156 155
124 125 156
125 157 156
125 126 157
126 158 157
126 127 158
127 159 158
127 96 159
96 128 159
